class,same_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,logged_in,dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,dst_host_count,dst_host_srv_rerror_rate,rerror_rate,dst_host_rerror_rate,srv_rerror_rate,dst_host_diff_srv_rate,diff_srv_rate
anomaly,1.0,0.7137254901960784,0.71,0.0,0.0,0.09,0.0,0.0,0.1588235294117647,1.0,0.0,0.0,0.2,0.0,0.29,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16862745098039217,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.027450980392156862,0.9490196078431372,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.08235294117647059,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.9764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09019607843137255,0.96,1.0,1.0,1.0,0.0,0.0
normal,1.0,0.9882352941176471,0.99,1.0,0.0,0.0,0.0,0.0,0.00392156862745098,1.0,0.0,0.0,0.0,0.0,0.01,0.0
normal,0.5,0.596078431372549,0.6,1.0,0.02,0.01,0.0,0.0,0.00196078431372549,1.0,0.01,0.0,0.0,0.0,0.03,1.0
normal,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.88,1.0,1.0,1.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.4196078431372549,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,0.00784313725490196,0.01,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,1.0,1.0,1.0,1.0,1.0,0.69,0.0
anomaly,0.15,0.06666666666666667,0.07,0.0,0.0,0.0,0.0,0.0,0.21372549019607845,1.0,1.0,1.0,1.0,1.0,0.07,0.05
normal,0.25,0.9372549019607843,0.94,0.0,0.0,0.0,0.0,0.0,0.0058823529411764705,1.0,0.0,0.0,0.0,0.0,0.01,0.5
normal,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.0,0.00980392156862745,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.4196078431372549,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.08,0.0784313725490196,0.08,0.0,0.0,0.0,0.0,0.0,0.4803921568627451,1.0,1.0,1.0,1.0,1.0,0.07,0.07
anomaly,0.07,0.07450980392156863,0.07,0.0,0.0,0.0,0.0,0.0,0.5313725490196078,1.0,1.0,1.0,1.0,1.0,0.08,0.07
anomaly,0.03,0.03137254901960784,0.03,0.0,1.0,1.0,1.0,1.0,0.5058823529411764,1.0,0.0,0.0,0.0,0.0,0.08,0.07
normal,1.0,0.9803921568627451,0.98,1.0,0.0,0.0,0.0,0.0,0.01568627450980392,1.0,0.0,0.0,0.0,0.1,0.01,0.0
anomaly,0.02,0.03137254901960784,0.03,0.0,1.0,1.0,1.0,1.0,0.5745098039215686,1.0,0.0,0.0,0.0,0.0,0.07,0.05
normal,1.0,0.0392156862745098,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.01,0.0,0.03,0.0
normal,1.0,0.996078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.18627450980392157,1.0,0.0,0.0,0.0,0.0,0.01,0.0
normal,1.0,0.6549019607843137,0.57,1.0,0.0,0.0,0.0,0.0,0.0,0.5411764705882353,0.0,0.0,0.0,0.0,0.03,0.0
normal,1.0,0.996078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.15294117647058825,1.0,0.0,0.0,0.0,0.0,0.01,0.0
normal,1.0,0.19215686274509802,0.28,1.0,0.02,0.01,0.0,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,0.0,0.02,0.0
anomaly,0.11,0.0784313725490196,0.08,0.0,1.0,1.0,1.0,1.0,0.37058823529411766,1.0,0.0,0.0,0.0,0.0,0.08,0.06
anomaly,0.04,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.2627450980392157,1.0,1.0,1.0,1.0,1.0,0.07,0.06
normal,1.0,0.00784313725490196,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.00784313725490196,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.06,0.027450980392156862,0.03,0.0,1.0,1.0,1.0,1.0,0.23921568627450981,1.0,0.0,0.0,0.0,0.0,0.08,0.06
anomaly,0.08,0.027450980392156862,0.03,0.0,1.0,1.0,1.0,1.0,0.47843137254901963,1.0,0.0,0.0,0.0,0.0,0.07,0.06
normal,0.33,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,1.0,0.0,0.0,0.0,0.0,0.61,0.67
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.3686274509803922,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5137254901960784,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.12,0.027450980392156862,0.03,0.0,1.0,1.0,1.0,1.0,0.21176470588235294,1.0,0.0,0.0,0.0,0.0,0.06,0.06
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01568627450980392,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.06,0.03137254901960784,0.03,0.0,0.0,0.0,0.0,0.0,0.2823529411764706,1.0,1.0,1.0,1.0,1.0,0.09,0.08
anomaly,0.01,0.00784313725490196,0.01,0.0,0.0,0.0,0.0,0.0,0.48823529411764705,1.0,1.0,1.0,1.0,1.0,0.07,0.07
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.013725490196078431,0.4235294117647059,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.32156862745098036,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.19607843137254902,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.043137254901960784,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,0.00392156862745098,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
normal,1.0,0.5058823529411764,1.0,1.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.12156862745098039,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,0.10196078431372549,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.31,0.25098039215686274,0.25,0.0,1.0,1.0,1.0,1.0,0.023529411764705882,1.0,0.0,0.0,0.0,0.0,0.02,0.31
anomaly,0.01,0.00392156862745098,0.0,0.0,1.0,1.0,1.0,1.0,0.16862745098039217,1.0,0.0,0.0,0.0,0.0,0.06,0.07
normal,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.0,0.00196078431372549,0.10588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.04,0.054901960784313725,0.05,0.0,1.0,1.0,1.0,1.0,0.5705882352941176,1.0,0.0,0.0,0.0,0.0,0.08,0.05
anomaly,0.06,0.00392156862745098,0.0,0.0,1.0,1.0,1.0,1.0,0.5764705882352941,1.0,0.0,0.0,0.0,0.0,0.08,0.05
anomaly,0.1,0.058823529411764705,0.06,0.0,1.0,1.0,1.0,1.0,0.2784313725490196,1.0,0.0,0.0,0.0,0.0,0.05,0.06
normal,1.0,0.996078431372549,1.0,0.0,0.0,0.0,0.0,0.0,0.5431372549019607,1.0,0.0,0.0,0.0,0.0,0.01,0.01
normal,1.0,0.3607843137254902,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.33,0.0
anomaly,0.19,0.07058823529411765,0.07,0.0,1.0,1.0,1.0,1.0,0.19803921568627453,1.0,0.0,0.0,0.0,0.0,0.06,0.06
anomaly,1.0,0.058823529411764705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.01,0.011764705882352941,0.01,0.0,1.0,1.0,1.0,1.0,0.49019607843137253,1.0,0.0,0.0,0.0,0.0,0.08,0.07
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0058823529411764705,0.3254901960784314,0.0,0.0,0.0,0.0,0.0,0.0
normal,1.0,0.4666666666666667,0.5,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.7254901960784313,0.01,0.0,0.37,0.0,0.38,0.0
normal,1.0,0.9921568627450981,0.99,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,1.0,0.0,0.0,0.0,0.0,0.01,0.0
normal,1.0,0.023529411764705882,0.02,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,1.0,0.0,0.0,0.83,0.0,0.02,0.0
anomaly,0.02,0.01568627450980392,0.02,0.0,1.0,1.0,1.0,1.0,0.5078431372549019,1.0,0.0,0.0,0.0,0.0,0.07,0.06
anomaly,1.0,0.00784313725490196,0.01,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,1.0,1.0,1.0,1.0,1.0,0.74,0.0
normal,1.0,0.023529411764705882,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.7686274509803921,0.0,0.0,0.01,0.0,0.03,0.0
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3686274509803922,0.0,0.0,0.0,0.0,0.0,0.0
normal,0.67,0.26666666666666666,0.32,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.38823529411764707,0.0,0.0,0.0,0.0,0.06,0.67
normal,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.27058823529411763,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,0.27,0.047058823529411764,0.05,0.0,1.0,1.0,1.0,1.0,0.08431372549019608,1.0,0.0,0.0,0.0,0.0,0.08,0.11
normal,1.0,0.07450980392156863,1.0,1.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.07058823529411765,0.0,0.0,0.0,0.0,0.0,0.0
anomaly,1.0,0.8313725490196078,0.83,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0
anomaly,0.06,0.058823529411764705,0.06,0.0,0.0,0.0,0.0,0.0,0.5313725490196078,1.0,1.0,1.0,1.0,1.0,0.07,0.06
anomaly,0.16,0.07450980392156863,0.07,0.0,1.0,1.0,0.99,1.0,0.2372549019607843,1.0,0.0,0.0,0.0,0.0,0.05,0.07
anomaly,0.01,0.011764705882352941,0.01,0.0,1.0,1.0,1.0,1.0,0.5607843137254902,1.0,0.0,0.0,0.0,0.0,0.05,0.05
