class,same_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,logged_in,dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,dst_host_count,dst_host_srv_rerror_rate,rerror_rate,dst_host_rerror_rate,srv_rerror_rate,dst_host_diff_srv_rate,diff_srv_rate
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,11,156,0.61,0.0,0.46,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,255,0.0,0.0,0.0,0.0,0.0,0.0
0,0.99,254,1.0,0,0.0,0.0,0.0,0.0,109,255,0.0,0.0,0.0,0.0,0.01,0.02
1,0.12,10,0.04,0,0.0,0.0,0.0,0.0,146,255,1.0,1.0,1.0,1.0,0.08,0.05
1,0.02,3,0.01,0,1.0,1.0,1.0,1.0,300,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,119,0.48,1,0.02,0.01,0.0,0.0,1,243,0.0,0.0,0.0,0.0,0.02,0.0
0,1.0,1,0.14,0,0.0,0.0,0.0,0.0,1,7,0.0,0.0,0.0,0.0,0.29,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,2,0.01,0,0.0,0.0,0.0,0.0,2,255,0.0,0.0,0.0,0.0,0.42,0.0
1,0.12,12,0.05,0,1.0,1.0,1.0,1.0,129,255,0.0,0.0,0.0,0.0,0.05,0.05
0,1.0,255,1.0,0,0.0,0.0,0.03,0.03,32,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,66,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,247,1.0,0,0.0,0.0,0.0,0.0,1,1,0.68,1.0,1.0,1.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,153,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,182,0.71,0,0.0,0.09,0.0,0.0,82,255,0.0,0.0,0.2,0.0,0.29,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,43,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,15,242,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,21,21,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,249,1.0,0,0.0,0.0,0.0,0.0,1,23,0.96,1.0,1.0,1.0,0.0,0.0
0,1.0,252,0.99,1,0.0,0.0,0.0,0.0,3,255,0.0,0.0,0.0,0.0,0.01,0.0
0,0.5,152,0.6,1,0.02,0.01,0.0,0.0,2,255,0.01,0.0,0.0,0.0,0.03,1.0
0,1.0,255,1.0,0,0.0,0.0,0.0,0.0,1,6,0.88,1.0,1.0,1.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,4,107,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,2,0.01,0,0.0,0.0,0.0,0.0,2,255,1.0,1.0,1.0,1.0,0.69,0.0
1,0.15,17,0.07,0,0.0,0.0,0.0,0.0,110,255,1.0,1.0,1.0,1.0,0.07,0.05
0,0.25,239,0.94,0,0.0,0.0,0.0,0.0,4,255,0.0,0.0,0.0,0.0,0.01,0.5
0,1.0,255,1.0,1,0.01,0.0,0.0,0.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,7,107,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08,20,0.08,0,0.0,0.0,0.0,0.0,246,255,1.0,1.0,1.0,1.0,0.07,0.07
1,0.07,19,0.07,0,0.0,0.0,0.0,0.0,272,255,1.0,1.0,1.0,1.0,0.08,0.07
1,0.03,8,0.03,0,1.0,1.0,1.0,1.0,259,255,0.0,0.0,0.0,0.0,0.08,0.07
0,1.0,250,0.98,1,0.0,0.0,0.0,0.0,9,255,0.0,0.0,0.0,0.1,0.01,0.0
1,0.02,8,0.03,0,1.0,1.0,1.0,1.0,294,255,0.0,0.0,0.0,0.0,0.07,0.05
0,1.0,10,0.03,0,0.0,0.01,0.0,0.0,1,195,0.0,0.0,0.01,0.0,0.03,0.0
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,96,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,167,0.57,1,0.0,0.0,0.0,0.0,1,138,0.0,0.0,0.0,0.0,0.03,0.0
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,79,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,49,0.28,1,0.02,0.01,0.0,0.0,1,176,0.0,0.0,0.0,0.0,0.02,0.0
1,0.11,20,0.08,0,1.0,1.0,1.0,1.0,190,255,0.0,0.0,0.0,0.0,0.08,0.06
1,0.04,1,0.0,0,0.0,0.0,0.0,0.0,135,255,1.0,1.0,1.0,1.0,0.07,0.06
0,1.0,2,1.0,1,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0
1,0.06,7,0.03,0,1.0,1.0,1.0,1.0,123,255,0.0,0.0,0.0,0.0,0.08,0.06
1,0.08,7,0.03,0,1.0,1.0,1.0,1.0,245,255,0.0,0.0,0.0,0.0,0.07,0.06
0,0.33,1,0.0,0,0.0,0.0,0.0,0.0,3,255,0.0,0.0,0.0,0.0,0.61,0.67
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,94,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,255,1.0,0,0.0,0.0,0.0,0.0,263,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.12,7,0.03,0,1.0,1.0,1.0,1.0,109,255,0.0,0.0,0.0,0.0,0.06,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,9,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.06,8,0.03,0,0.0,0.0,0.0,0.0,145,255,1.0,1.0,1.0,1.0,0.09,0.08
1,0.01,2,0.01,0,0.0,0.0,0.0,0.0,250,255,1.0,1.0,1.0,1.0,0.07,0.07
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,8,108,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,82,1.0,1,0.0,0.0,0.0,0.0,2,50,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,2,11,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1,0.0,0,1.0,1.0,1.0,1.0,1,255,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,129,1.0,1,0.0,0.0,0.0,0.0,3,31,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,26,1.0,1,0.0,0.0,0.0,0.0,2,6,0.0,0.0,0.0,0.0,0.0,0.0
1,0.31,64,0.25,0,1.0,1.0,1.0,1.0,13,255,0.0,0.0,0.0,0.0,0.02,0.31
1,0.01,1,0.0,0,1.0,1.0,1.0,1.0,87,255,0.0,0.0,0.0,0.0,0.06,0.07
0,1.0,255,1.0,1,0.01,0.0,0.0,0.0,2,27,0.0,0.0,0.0,0.0,0.0,0.0
1,0.04,14,0.05,0,1.0,1.0,1.0,1.0,292,255,0.0,0.0,0.0,0.0,0.08,0.05
1,0.06,1,0.0,0,1.0,1.0,1.0,1.0,295,255,0.0,0.0,0.0,0.0,0.08,0.05
1,0.1,15,0.06,0,1.0,1.0,1.0,1.0,143,255,0.0,0.0,0.0,0.0,0.05,0.06
0,1.0,254,1.0,0,0.0,0.0,0.0,0.0,278,255,0.0,0.0,0.0,0.0,0.01,0.01
0,1.0,92,0.83,1,0.0,0.0,0.0,0.0,1,6,0.0,0.0,0.0,0.0,0.33,0.0
1,0.19,18,0.07,0,1.0,1.0,1.0,1.0,102,255,0.0,0.0,0.0,0.0,0.06,0.06
1,1.0,15,1.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
1,0.01,3,0.01,0,1.0,1.0,1.0,1.0,251,255,0.0,0.0,0.0,0.0,0.08,0.07
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,4,83,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,119,0.5,1,0.0,0.0,0.0,0.0,2,185,0.01,0.0,0.37,0.0,0.38,0.0
0,1.0,253,0.99,0,0.0,0.0,0.0,0.0,222,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,6,0.02,1,0.0,0.0,0.0,0.0,2,255,0.0,0.0,0.83,0.0,0.02,0.0
1,0.02,4,0.02,0,1.0,1.0,1.0,1.0,260,255,0.0,0.0,0.0,0.0,0.07,0.06
1,1.0,2,0.01,0,0.0,0.0,0.0,0.0,2,255,1.0,1.0,1.0,1.0,0.74,0.0
0,1.0,6,0.03,0,0.0,0.0,0.0,0.0,1,196,0.0,0.0,0.01,0.0,0.03,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,94,0.0,0.0,0.0,0.0,0.0,0.0
0,0.67,68,0.32,0,0.0,0.0,0.0,0.0,3,99,0.0,0.0,0.0,0.0,0.06,0.67
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,11,69,0.0,0.0,0.0,0.0,0.0,0.0
1,0.27,12,0.05,0,1.0,1.0,1.0,1.0,44,255,0.0,0.0,0.0,0.0,0.08,0.11
0,1.0,19,1.0,1,0.0,0.0,0.0,0.0,2,18,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,212,0.83,0,0.0,0.0,0.0,0.0,511,255,0.0,0.0,0.0,0.0,0.02,0.0
1,0.06,15,0.06,0,0.0,0.0,0.0,0.0,272,255,1.0,1.0,1.0,1.0,0.07,0.06
1,0.16,19,0.07,0,1.0,1.0,0.99,1.0,122,255,0.0,0.0,0.0,0.0,0.05,0.07
1,0.01,3,0.01,0,1.0,1.0,1.0,1.0,287,255,0.0,0.0,0.0,0.0,0.05,0.05
0,1.0,195,1.0,0,0.0,0.0,0.0,0.0,1,118,0.84,1.0,0.74,1.0,0.0,0.0
1,0.0,1,0.0,0,0.0,0.11,0.08,0.0,486,255,1.0,0.89,0.89,1.0,0.91,0.95
1,0.27,6,0.02,0,0.0,0.0,0.0,0.0,22,255,0.0,0.0,0.0,0.0,0.06,0.09
1,0.03,11,0.04,0,1.0,1.0,1.0,1.0,286,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,247,1.0,0,0.0,0.0,0.0,0.0,1,247,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,117,0.31,1,0.0,0.0,0.0,0.0,1,89,0.0,0.0,0.0,0.0,0.03,0.0
0,1.0,5,0.02,0,0.0,0.0,0.0,0.0,1,201,0.0,0.0,0.0,0.0,0.04,0.0
0,1.0,69,0.36,1,0.0,0.0,0.0,0.0,1,163,0.0,0.0,0.0,0.0,0.02,0.0
1,0.97,34,0.13,0,0.0,0.0,0.0,0.0,35,255,0.0,0.03,0.67,0.0,0.02,0.06
1,0.07,42,0.16,0,1.0,1.0,1.0,1.0,28,255,0.0,0.0,0.0,0.0,0.03,0.14
1,0.17,18,0.07,0,1.0,1.0,1.0,1.0,108,255,0.0,0.0,0.0,0.0,0.07,0.07
1,0.05,15,0.06,0,1.0,1.0,1.0,1.0,101,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,100,0.39,1,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.17,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,12,172,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,142,0.56,1,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.02,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,10,32,0.0,0.0,0.0,0.0,0.0,0.0
1,0.04,9,0.04,0,1.0,1.0,1.0,1.0,223,255,0.0,0.0,0.0,0.0,0.05,0.07
1,0.08,17,0.07,0,1.0,1.0,1.0,1.0,223,255,0.0,0.0,0.0,0.0,0.06,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,19,44,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,28,1.0,1,0.0,0.0,0.0,0.0,4,11,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,50,0.19,1,0.0,0.0,0.0,0.0,1,205,0.0,0.0,0.0,0.0,0.02,0.0
0,1.0,52,1.0,1,0.0,0.0,0.0,0.0,5,41,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,1,0.0,0,0.0,0.0,0.0,0.0,406,255,1.0,1.0,1.0,1.0,0.52,0.52
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,4,255,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,6,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1,14,0.05,0,1.0,1.0,1.0,1.0,143,255,0.0,0.0,0.0,0.0,0.06,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,17,202,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,20,0.08,1,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.02,0.0
0,1.0,166,0.63,1,0.0,0.0,0.0,0.0,1,214,0.0,0.0,0.0,0.0,0.02,0.0
0,0.5,104,0.71,1,0.0,0.0,0.0,0.0,2,28,0.0,0.0,0.0,0.0,0.11,1.0
1,0.09,18,0.07,0,1.0,1.0,1.0,1.0,201,255,0.0,0.0,0.0,0.0,0.07,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,16,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,240,0.94,1,0.0,0.0,0.0,0.0,4,255,0.0,0.0,0.01,0.2,0.01,0.0
1,0.15,19,0.07,0,1.0,1.0,1.0,1.0,124,255,0.0,0.0,0.0,0.0,0.05,0.05
1,0.01,1,0.0,0,0.0,0.03,0.05,0.0,162,255,1.0,0.94,0.61,1.0,0.8,1.0
1,1.0,38,1.0,0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
1,0.06,17,0.07,0,1.0,1.0,1.0,1.0,277,255,0.0,0.0,0.0,0.0,0.07,0.05
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,4,255,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08,22,0.09,0,1.0,1.0,1.0,1.0,274,255,0.0,0.0,0.0,0.0,0.05,0.05
1,0.09,16,0.06,0,1.0,1.0,1.0,1.0,141,255,0.0,0.0,0.0,0.0,0.06,0.06
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,3,128,0.0,0.0,0.01,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,8,37,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,1,34,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,185,0.68,1,0.0,0.0,0.0,0.0,1,193,0.0,0.0,0.0,0.0,0.02,0.0
0,1.0,255,1.0,1,0.0,0.03,0.1,0.09,10,39,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03,3,0.01,0,1.0,1.0,1.0,1.0,103,255,0.0,0.0,0.0,0.0,0.07,0.07
1,1.0,28,1.0,1,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0
1,0.08,20,0.08,0,1.0,1.0,1.0,1.0,246,255,0.0,0.0,0.0,0.0,0.07,0.06
1,1.0,25,1.0,0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.03,0.0,0.0,7,29,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,32,101,0.0,0.0,0.0,0.0,0.0,0.0
1,0.19,24,0.09,0,1.0,1.0,1.0,1.0,125,255,0.0,0.0,0.0,0.0,0.05,0.05
0,1.0,44,0.17,1,0.0,0.0,0.0,0.0,8,255,0.0,0.0,0.72,0.0,0.02,0.0
0,1.0,2,1.0,1,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,157,0.62,1,0.0,0.0,0.0,0.0,1,255,0.0,0.0,0.0,0.0,0.02,0.0
0,1.0,255,1.0,1,0.0,0.0,0.0,0.0,6,38,0.0,0.0,0.0,0.0,0.0,0.0
0,0.22,16,0.06,0,0.0,0.0,0.0,0.0,9,255,0.0,0.0,0.0,0.0,0.01,0.22
1,1.0,71,0.28,0,0.0,0.0,0.0,0.0,4,255,0.0,0.0,0.0,0.0,0.01,0.0
0,1.0,232,0.91,0,0.0,0.0,0.0,0.0,171,255,0.0,0.0,0.0,0.0,0.01,0.0
1,0.01,3,0.01,0,0.0,0.0,0.0,0.0,250,255,1.0,1.0,1.0,1.0,0.07,0.06
